Using config local-gluetools-config.xml
sequenceID	gb_isolate	gb_host	gb_collection_year	gb_collection_month	gb_collection_month_day	gb_pubmed_id	gb_country_short	gb_place_sampled	gb_lab_construct	gb_isolation_source
AB115541	HE-JA20	Homo sapiens	-	-	-	15293134	Japan	Iwate	false	serum
AB115542	HE-JA21	Homo sapiens	-	-	-	15293134	Japan	Iwate	false	serum
AB115543	HE-JA22	Homo sapiens	-	-	-	15293134	Japan	Iwate	false	serum
AB115544	HE-JA23	Homo sapiens	-	-	-	15293134	Japan	Nagano	false	serum
AB116160	Ne015-1999	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116161	Ne018-1999	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116162	Ne020-1999	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116163	Ne025-1999	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116164	Ne026-1999	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116165	Ne028-1999	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116166	Ne031-1999	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116167	Ne032-1999	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116168	Ne033-1999	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116169	Ne034-1999	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116170	Ne035-1999	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116171	Ne036-1999	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116172	Ne037-1999	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116173	Ne038-1999	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116174	Ne040-1999	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116175	Ne045-1999	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116176	Ne008-2000	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116177	Ne032-2000	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116178	Ne036-2000	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116179	Ne037-2000	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116180	Ne045-2000	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116181	Ne052-2000	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116182	Ne053-2000	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116183	Ne054-2000	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116184	Ne055-2000	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116185	Ne057-2000	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116186	Ne059-2000	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116187	Ne060-2000	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116188	Ne068-2000	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116189	Ne078-2000	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116190	Ne013-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116191	Ne014-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116192	Ne016-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116193	Ne021-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116194	Ne023-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116195	Ne028-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116196	Ne029-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116197	Ne032-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116198	Ne033-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116199	Ne036-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116200	Ne037-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116201	Ne039-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116202	Ne045-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116203	Ne046-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116204	Ne049-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116205	Ne050-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116206	Ne054-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116207	Ne056-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116208	Ne066-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116209	Ne073-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116210	Ne075-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116211	Ne080-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116212	Ne082-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116213	Ne092-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116214	Ne093-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116215	Ne095-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116216	Ne098-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116217	Ne105-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116218	Ne107-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116219	Ne117-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116220	Ne118-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116221	Ne122-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116222	Ne131-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116223	Ne133-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116224	Ne134-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116225	Ne135-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116226	Ne138-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB116227	Ne139-2002	Homo sapiens	-	-	-	14718624	Nepal	Kathmandu	false	serum
AB124818	SB66	-	-	-	-	15042646	Indonesia	Bali	false	swine
AB154829	HE-JBD2	Homo sapiens	-	-	-	15221899	Japan	Tochigi	false	-
AB154830	HE-JBD3	Homo sapiens	-	-	-	15221899	Japan	Tochigi	false	-
AB161717	JSM-Sap95	-	-	-	-	15288013	Japan	Hokkaido, Sapporo	false	human serum
AB161718	JTS-Sap02	-	-	-	-	15288013	Japan	Hokkaido, Sapporo	false	human serum
AB161719	JYW-Sap02	-	-	-	-	15288013	Japan	Hokkaido, Sapporo	false	human serum
AB168095	HE-JVN1	Homo sapiens	-	-	-	15297556	Vietnam	-	false	-
AB168096	HE-JVN1	Homo sapiens	-	-	-	15297556	Vietnam	-	false	-
AB175483	HE-JHD1979	Homo sapiens	-	-	-	15484278	Japan	-	false	-
AB175484	HE-JHD1980	Homo sapiens	-	-	-	15484278	Japan	-	false	-
AB175485	HE-JHD1988	Homo sapiens	-	-	-	15484278	Japan	-	false	-
AB175486	HE-JHD1979d	Homo sapiens	-	-	-	15484278	Japan	-	false	-
AB177355	swJMS1	-	-	-	-	15479459	Japan	Tochigi	false	swine
AB177356	swJMS2	-	-	-	-	15479459	Japan	Tochigi	false	swine
AB177357	swJMS3	-	-	-	-	15479459	Japan	Tochigi	false	swine
AB177358	swJMS4	-	-	-	-	15479459	Japan	Tochigi	false	swine
AB177359	swJMS5	-	-	-	-	15479459	Japan	Tochigi	false	swine
AB177360	swJMS6	-	-	-	-	15479459	Japan	Tochigi	false	swine
AB177361	swJMS7	-	-	-	-	15479459	Japan	Tochigi	false	swine
AB177362	swJMS8	-	-	-	-	15479459	Japan	Tochigi	false	swine
AB177363	swJMS9	-	-	-	-	15479459	Japan	Tochigi	false	swine
AB177364	swJMS10	-	-	-	-	15479459	Japan	Tochigi	false	swine
AB177365	swJMS11	-	-	-	-	15479459	Japan	Tochigi	false	swine
AB177366	swJMS12	-	-	-	-	15479459	Japan	Tochigi	false	swine
AB177367	swJMS13	-	-	-	-	15479459	Japan	Tochigi	false	swine
AB177368	swJMS14	-	-	-	-	15479459	Japan	Tochigi	false	swine
AB177369	swJMS15	-	-	-	-	15479459	Japan	Tochigi	false	swine
AB177370	swJMS16	-	-	-	-	15479459	Japan	Tochigi	false	swine
AB177371	swJMS17	-	-	-	-	15479459	Japan	Tochigi	false	swine
AB177372	swJMS18	-	-	-	-	15479459	Japan	Tochigi	false	swine
AB177373	swJMS19	-	-	-	-	15479459	Japan	Tochigi	false	swine
AB177374	swJMS20	-	-	-	-	15479459	Japan	Tochigi	false	swine
AB177375	swJMS21	-	-	-	-	15479459	Japan	Tochigi	false	swine
AB177376	swJMS22	-	-	-	-	15479459	Japan	Tochigi	false	swine
AB180052	wbJSG1	-	-	-	-	15528746	Japan	Saga	false	liver tissues from a wild boar
AB180053	wbJSG1	-	-	-	-	15528746	Japan	Saga	false	liver tissues from a wild boar
AB180054	wbJSG1	-	-	-	-	15528746	Japan	Saga	false	serum from a wild boar
AB180055	wbJSG1	-	-	-	-	15528746	Japan	Saga	false	serum from a wild boar
AB189070	JBOAR1-Hyo04	-	-	-	-	15567444	Japan	Hyogo, Taka-gun	false	wild boar
AB189071	JDEER-Hyo03L	-	-	-	-	12907011	Japan	Hyogo, Taka-gun	false	wild deer
AB189072	JMO-Hyo03L	-	-	-	-	12907011	Japan	Hyogo, Kasai	false	a patient with hepatitis E
AB189073	JSO-Hyo03L	-	-	-	-	12907011	Japan	Hyogo, Kasai	false	a patient with hepatitis E
AB189074	JTH-Hyo03L	-	-	-	-	12907011	Japan	Hyogo, Kasai	false	a patient with hepatitis E
AB189075	JYO-Hyo03L	-	-	-	-	12907011	Japan	Hyogo, Kasai	false	a patient with hepatitis E
AB189177	JMH-Osa04	-	-	-	-	-	Japan	Osaka, Takatsuki	false	a patient with hepatitis E
AB189926	JJT-Tok01	-	-	-	-	-	Japan	Tokyo, Chuo-ku	false	serum from a patient with hepatitis E
AB189927	JKK-Tok98	-	-	-	-	-	Japan	Tokyo, Shinagawa-ku	false	serum from a patient with hepatitis E
AB189928	JTF-Tok99	-	-	-	-	-	Japan	Tokyo, Shinagawa-ku	false	serum from a patient with hepatitis E
AB189929	JFK-Sap02	-	-	-	-	-	Japan	Hokkaido, Sapporo, Kita-ku	false	serum from a patient with hepatitis E
AB189930	JSY2-Sap02	-	-	-	-	-	Japan	Hokkaido, Sapporo, Nishi-ku	false	serum from a patient with hepatitis E
AB189931	JYK-Sap03	-	-	-	-	-	Japan	Hokkaido, Sapporo, Teine-ku	false	serum from a patient with hepatitis E
AB189932	JAA-Sap01	-	-	-	-	-	Japan	Hokkaido, Sapporo, Higashi-ku	false	serum from a patient with hepatitis E
AB189933	JAM-Sap01	-	-	-	-	-	Japan	Hokkaido, Sapporo, Chuo-ku	false	serum from a patient with hepatitis E
AB189934	JES-Sap01	-	-	-	-	-	Japan	Hokkaido, Sapporo, Nishi-ku	false	serum from a patient with hepatitis E
AB189935	JGY-Sap98	-	-	-	-	-	Japan	Hokkaido, Sapporo, Higashi-ku	false	serum from a patient with hepatitis E
AB189936	JRS-Sap94	-	-	-	-	-	Japan	Hokkaido, Sapporo, Kita-ku	false	serum from a patient with hepatitis E
AB189937	JRT-Sap94	-	-	-	-	-	Japan	Hokkaido, Sapporo, Chuo-ku	false	serum from a patient with hepatitis E
AB189938	JTS-Sap02A	-	-	-	-	-	Japan	Hokkaido, Sapporo, Kita-ku	false	serum from a patient with hepatitis E
AB189939	JTS-Sap02B	-	-	-	-	-	Japan	Hokkaido, Sapporo, Kita-ku	false	serum from a patient with hepatitis E
AB189940	JYI-Sap01	-	-	-	-	-	Japan	Hokkaido, Sapporo, Nishi-ku	false	serum from a patient with hepatitis E
AB189941	JYN-Sap01	-	-	-	-	-	Japan	Hokkaido, Sapporo, Kita-ku	false	serum from a patient with hepatitis E
AB193016	JKS-Tok04	-	-	-	-	-	Japan	Tokyo, Minato-ku	false	a patient
AB193017	JSS-Tok03	-	-	-	-	-	Japan	Tokyo, Chuo-ku	false	a patient
AB193018	JYK-Tok03	-	-	-	-	-	Japan	Tokyo, Kita-ku	false	a patient
AB193019	JJH-Tok04	-	-	-	-	-	Japan	Tokyo, Chiyoda-ku	false	a patient
AB193020	JTT-Tok01	-	-	-	-	-	Japan	Tokyo, Shibuya-ku	false	a patient
AB193021	JKK-Tok98	-	-	-	-	-	Japan	Tokyo, Shinagawa-ku	false	a patient
AB193022	JKS-Tok04	-	-	-	-	-	Japan	Tokyo, Minato-ku	false	a patient
AB193023	JMS-Tok02	-	-	-	-	-	Japan	Tokyo, Shibuya-ku	false	a patient
AB193024	JSS-Tok03	-	-	-	-	-	Japan	Tokyo, Chuo-ku	false	a patient
AB193025	JTF-Tok99	-	-	-	-	-	Japan	Tokyo, Shinagawa-ku	false	a patient
AB193026	JYK-Tok03	-	-	-	-	-	Japan	Tokyo, Kita-ku	false	a patient
AB193176	JSF-Tot03C	Homo sapiens	-	-	-	-	Japan	Tottori	false	a Japanese patient with fulminant hepatitis
AB193177	JYN-Sap01C	Homo sapiens	-	-	-	-	Japan	Hokkaido, Sapporo	false	a Japanese patient with acute hepatitis
AB193178	JYN-Nii02L	Homo sapiens	-	-	-	-	Japan	Niigata	false	a Japanese patient with acute hepatitis
AB194282	HE-JA24	Homo sapiens	-	-	-	15902701	Japan	Hokkaido	false	human serum
AB194283	HE-JA25	Homo sapiens	-	-	-	15902701	Japan	Hokkaido	false	human serum
AB194284	HE-JA26	Homo sapiens	-	-	-	15902701	Japan	Hokkaido	false	human serum
AB194285	HE-JA27	Homo sapiens	-	-	-	15902701	Japan	Hokkaido	false	human serum
AB194286	HE-JA28	Homo sapiens	-	-	-	15902701	Japan	Hokkaido	false	human serum
AB194287	HE-JA29	Homo sapiens	-	-	-	15902701	Japan	Hokkaido	false	human serum
AB194288	HE-JA30	Homo sapiens	-	-	-	15902701	Japan	Hokkaido	false	human serum
AB194289	HE-JA31	Homo sapiens	-	-	-	15902701	Japan	Hokkaido	false	human serum
AB194290	HE-JA32	Homo sapiens	-	-	-	15902701	Japan	Hokkaido	false	human serum
AB194291	HE-JA33	Homo sapiens	-	-	-	15902701	Japan	Hokkaido	false	human serum
AB194292	HE-JA34	Homo sapiens	-	-	-	15902701	Japan	Hokkaido	false	human serum
AB194293	HE-JA35	Homo sapiens	-	-	-	15902701	Japan	Hokkaido	false	human serum
AB194294	HE-JA36	Homo sapiens	-	-	-	15902701	Japan	Hokkaido	false	human serum
AB194295	HE-JA37	Homo sapiens	-	-	-	15902701	Japan	Hokkaido	false	human serum
AB194296	HE-JA38	Homo sapiens	-	-	-	15902701	Japan	Hokkaido	false	human serum
AB194297	HE-JA39	Homo sapiens	-	-	-	15902701	Japan	Hokkaido	false	human serum
AB194298	HE-JA40	Homo sapiens	-	-	-	15902701	Japan	Hokkaido	false	human serum
AB194299	HE-JA41	Homo sapiens	-	-	-	15902701	Japan	Hokkaido	false	human serum
AB194476	swJHK1-1	-	-	-	-	15914860	Japan	Hokkaido	false	swine serum
AB194477	swJHK2-1	-	-	-	-	15914860	Japan	Hokkaido	false	swine serum
AB194478	swJHK2-2	-	-	-	-	15914860	Japan	Hokkaido	false	swine serum
AB194479	swJHK2-3	-	-	-	-	15914860	Japan	Hokkaido	false	swine serum
AB194480	swJHK2-4	-	-	-	-	15914860	Japan	Hokkaido	false	swine serum
AB194481	swJHK2-5	-	-	-	-	15914860	Japan	Hokkaido	false	swine serum
AB194482	swJHK3-1	-	-	-	-	15914860	Japan	Hokkaido	false	swine serum
AB194483	swJHK3-2	-	-	-	-	15914860	Japan	Hokkaido	false	swine serum
AB194484	swJHK3-3	-	-	-	-	15914860	Japan	Hokkaido	false	swine serum
AB194485	swJHK4-1	-	-	-	-	15914860	Japan	Hokkaido	false	swine serum
AB194486	swJHK5-1	-	-	-	-	15914860	Japan	Hokkaido	false	swine serum
AB194487	swJHK5-2	-	-	-	-	15914860	Japan	Hokkaido	false	swine serum
AB194488	swJAO1-1	-	-	-	-	15914860	Japan	Aomori	false	swine serum
AB194489	swJAO1-2	-	-	-	-	15914860	Japan	Aomori	false	swine serum
AB194490	swJAO2-1	-	-	-	-	15914860	Japan	Aomori	false	swine serum
AB194491	swJIW1-1	-	-	-	-	15914860	Japan	Iwate	false	swine serum
AB194492	swJIW1-2	-	-	-	-	15914860	Japan	Iwate	false	swine serum
AB194493	swJIW1-3	-	-	-	-	15914860	Japan	Iwate	false	swine serum
AB194494	swJIW2-1	-	-	-	-	15914860	Japan	Iwate	false	swine serum
AB194495	swJIW3-1	-	-	-	-	15914860	Japan	Iwate	false	swine serum
AB194496	swJIW4-1	-	-	-	-	15914860	Japan	Iwate	false	swine serum
AB194497	swJIW5-1	-	-	-	-	15914860	Japan	Iwate	false	swine serum
AB194498	swJIW5-2	-	-	-	-	15914860	Japan	Iwate	false	swine serum
AB194499	swJIW5-3	-	-	-	-	15914860	Japan	Iwate	false	swine serum
AB194500	swJAK1-1	-	-	-	-	15914860	Japan	Akita	false	swine serum
AB194501	swJAK1-2	-	-	-	-	15914860	Japan	Akita	false	swine serum
AB194502	swJAK2-1	-	-	-	-	15914860	Japan	Akita	false	swine serum
AB194503	swJAK3-1	-	-	-	-	15914860	Japan	Akita	false	swine serum
AB194504	swJAK3-2	-	-	-	-	15914860	Japan	Akita	false	swine serum
AB194505	swJAK3-3	-	-	-	-	15914860	Japan	Akita	false	swine serum
AB194506	swJAK3-4	-	-	-	-	15914860	Japan	Akita	false	swine serum
AB194507	swJAK3-5	-	-	-	-	15914860	Japan	Akita	false	swine serum
AB194508	swJAK3-6	-	-	-	-	15914860	Japan	Akita	false	swine serum
AB194509	swJAK4-1	-	-	-	-	15914860	Japan	Akita	false	swine serum
AB194510	swJAK5-1	-	-	-	-	15914860	Japan	Akita	false	swine serum
AB194511	swJAK6-1	-	-	-	-	15914860	Japan	Akita	false	swine serum
AB194512	swJAK6-2	-	-	-	-	15914860	Japan	Akita	false	swine serum
AB194513	swJAK7-1	-	-	-	-	15914860	Japan	Akita	false	swine serum
AB194514	swJAK7-2	-	-	-	-	15914860	Japan	Akita	false	swine serum
AB194515	swJAK7-3	-	-	-	-	15914860	Japan	Akita	false	swine serum
AB194516	swJAK8-1	-	-	-	-	15914860	Japan	Akita	false	swine serum
AB194517	swJYM1-1	-	-	-	-	15914860	Japan	Yamagata	false	swine serum
AB194518	swJYM1-2	-	-	-	-	15914860	Japan	Yamagata	false	swine serum
AB194519	swJIB1-1	-	-	-	-	15914860	Japan	Ibaraki	false	swine serum
AB194520	swJIB1-2	-	-	-	-	15914860	Japan	Ibaraki	false	swine serum
AB194521	swJIB1-3	-	-	-	-	15914860	Japan	Ibaraki	false	swine serum
AB194522	swJNI1-1	-	-	-	-	15914860	Japan	Niigata	false	swine serum
AB194523	swJTY1-1	-	-	-	-	15914860	Japan	Toyama	false	swine serum
AB194524	swJSZ1-1	-	-	-	-	15914860	Japan	Shizuoka	false	swine serum
AB194525	swJSZ2-1	-	-	-	-	15914860	Japan	Shizuoka	false	swine serum
AB194526	swJTT1-1	-	-	-	-	15914860	Japan	Tottori	false	swine serum
AB194527	swJSM1-1	-	-	-	-	15914860	Japan	Shimane	false	swine serum
AB194528	swJHR1-1	-	-	-	-	15914860	Japan	Hiroshima	false	swine serum
AB194529	swJKG1-1	-	-	-	-	15914860	Japan	Kagoshima	false	swine serum
AB194530	swJOK1-1	-	-	-	-	15914860	Japan	Okinawa	false	swine serum
AB194830	wbOK126	-	-	-	-	-	Japan	Okinawa, Taketomi	false	serum from a wild boar
AB194831	wbOK128	-	-	-	-	-	Japan	Okinawa, Taketomi	false	serum from a wild boar
AB194896	HEV-Kumamoto-ORF1	Homo sapiens	-	-	-	-	Japan	Kumamoto	false	human serum
AB194897	HEV-Kumamoto-ORF2	Homo sapiens	-	-	-	-	Japan	Kumamoto	false	human serum
AB196838	HE-JNGS3	Homo sapiens	-	-	-	15977233	Japan	Nagoya	false	human serum
AB196839	HE-JNGS3	Homo sapiens	-	-	-	15977233	Japan	Nagoya	false	human serum
AB196840	HE-JANGP1	Homo sapiens	-	-	-	15977233	Japan	Nagoya	false	human serum
AB196841	HE-JANGP1	Homo sapiens	-	-	-	15977233	Japan	Nagoya	false	human serum
AB196842	HE-JANGP2	Homo sapiens	-	-	-	15977233	Japan	Nagoya	false	human serum
AB196843	HE-JANGP2	Homo sapiens	-	-	-	15977233	Japan	Nagoya	false	human serum
AB197673	JKO-ChiSai98C	Homo sapiens	-	-	-	-	China	Xian	false	Japanese patient who had traveled to China
AB197674	JYI-ChiSai01C	Homo sapiens	-	-	-	-	China	Shanghai	false	Japanese patient who had traveled to China
AB200239	JSN-Sap-FH02C	Homo sapiens	-	-	-	14555851	Japan	Hokkaido, Sapporo	false	a Japanese patient with fulminant hepatitis
AB200240	JNH-Ehi04	Homo sapiens	-	-	-	-	Japan	Ehime, Matsuyama	false	a Japanese patient with acute hepatitis
AB200241	JNH-Ehi04r	Homo sapiens	-	-	-	-	Japan	Ehime, Matsuyama	false	a Japanese patient with acute hepatitis
AB200242	JBOARe14-Ehi04r	-	-	-	-	-	Japan	Ehime	false	a wild boar in Japan
AB200243	JBOAR024-Ehi02	-	-	-	-	-	Japan	Ehime	false	a wild boar in Japan
AB200244	JBOAR261-Ehi03	-	-	-	-	-	Japan	Ehime	false	a wild boar in Japan
AB200245	JBOAR263-Ehi03	-	-	-	-	-	Japan	Ehime	false	a wild boar in Japan
AB206467	HEV-Sendai99	Homo sapiens	-	-	-	15923136	Japan	Sendai	false	serum
AB218721	HE-JA42	Homo sapiens	-	-	-	-	Japan	Iwate	false	human serum
AB219128	HEV-Kanazawa	Homo sapiens	-	-	-	-	Japan	Kanazawa	false	-
AB219129	mnOK1	-	-	-	-	-	Japan	Okinawa	false	serum from a mongoose
AB220063	OKIsw14	-	-	-	-	-	Japan	Okinawa	false	swine bile
AB220064	OKIsw27	-	-	-	-	-	Japan	Okinawa	false	swine bile
AB220065	OKIsw28	-	-	-	-	-	Japan	Okinawa	false	swine bile
AB220066	OKIsw29	-	-	-	-	-	Japan	Okinawa	false	swine bile
AB220067	OKIsw30	-	-	-	-	-	Japan	Okinawa	false	swine bile
AB220068	OKIsw33	-	-	-	-	-	Japan	Okinawa	false	swine bile
AB220069	OKIsw32	-	-	-	-	-	Japan	Okinawa	false	swine bile
AB220070	OKIswN3	-	-	-	-	-	Japan	Okinawa	false	swine bile
AB220971	HE-JF3	Homo sapiens	-	-	-	16482537	Japan	Mito	false	serum
AB220972	HE-JF4	Homo sapiens	-	-	-	16482537	Japan	Hokkaido	false	serum
AB220973	HE-JF5	Homo sapiens	-	-	-	16482537	Japan	Hokkaido	false	serum
AB220974	HE-JA2	Homo sapiens	-	-	-	16482537	Japan	Hokkaido	false	serum
AB220975	HE-JA19	Homo sapiens	-	-	-	16482537	Japan	Hokkaido	false	serum
AB220976	HE-JA28	Homo sapiens	-	-	-	16482537	Japan	Hokkaido	false	serum
AB220977	HE-JA36	Homo sapiens	-	-	-	16482537	Japan	Hokkaido	false	serum
AB220978	HE-JA37	Homo sapiens	-	-	-	16482537	Japan	Hokkaido	false	serum
AB220979	HE-JA41	Homo sapiens	-	-	-	16482537	Japan	Hokkaido	false	serum
AB221490	JBOAR193-Hyo04	-	-	-	-	-	Japan	Hyogo	false	wild boar
AB221491	JBOAR196-Hyo04	-	-	-	-	-	Japan	Hyogo	false	wild boar
AB221492	JBOAR278-Hyo04	-	-	-	-	-	Japan	Hyogo	false	wild boar
AB221493	JBOAR280-Hyo04	-	-	-	-	-	Japan	Hyogo	false	wild boar
AB221494	JBOAR316-Hyo04	-	-	-	-	-	Japan	Hyogo	false	wild boar
AB221495	JBOAR318-Hyo04	-	-	-	-	-	Japan	Hyogo	false	wild boar
AB221496	JBOAR326-Hyo04	-	-	-	-	-	Japan	Hyogo	false	wild boar
AB221497	JBOAR278-Hyo04R+	-	-	-	-	-	Japan	Hyogo	false	wild boar
AB221498	JBOAR280-Hyo04R+	-	-	-	-	-	Japan	Hyogo	false	wild boar
AB221499	JBOAR316-Hyo04R+	-	-	-	-	-	Japan	Hyogo	false	wild boar
AB221500	JBOAR318-Hyo04R+	-	-	-	-	-	Japan	Hyogo	false	wild boar
AB221501	JBOAR323-Hyo04R+	-	-	-	-	-	Japan	Hyogo	false	wild boar
AB221502	JBOAR326-Hyo04R+	-	-	-	-	-	Japan	Hyogo	false	wild boar
AB221503	JBOAR193-Hyo04int	-	-	-	-	-	Japan	Hyogo	false	wild boar
AB221504	JBOAR196-Hyo04int	-	-	-	-	-	Japan	Hyogo	false	wild boar
AB221505	JBOAR278-Hyo04int	-	-	-	-	-	Japan	Hyogo	false	wild boar
AB221506	JBOAR280-Hyo04int	-	-	-	-	-	Japan	Hyogo	false	wild boar
AB221507	JBOAR316-Hyo04int	-	-	-	-	-	Japan	Hyogo	false	wild boar
AB221508	JBOAR322-Hyo04int	-	-	-	-	-	Japan	Hyogo	false	wild boar
AB221509	JBOAR323-Hyo04int	-	-	-	-	-	Japan	Hyogo	false	wild boar
AB221510	JBOAR326-Hyo04int	-	-	-	-	-	Japan	Hyogo	false	wild boar
AB221511	JBOAR24-Ehi02int	-	-	-	-	-	Japan	Ehime	false	wild boar
AB221512	JBOAR86-Ehi02int	-	-	-	-	-	Japan	Ehime	false	wild boar
AB221513	JBOAR221-Ehi03int	-	-	-	-	-	Japan	Ehime	false	wild boar
AB221514	JBOAR243-Ehi03int	-	-	-	-	-	Japan	Ehime	false	wild boar
AB221515	JBOAR247-Ehi03int	-	-	-	-	-	Japan	Ehime	false	wild boar
AB221516	JBOAR261-Ehi03int	-	-	-	-	-	Japan	Ehime	false	wild boar
AB221517	JBOAR263-Ehi03int	-	-	-	-	-	Japan	Ehime	false	wild boar
AB221518	JSWINE150-Aom04	-	-	-	-	-	Japan	Aomori	false	swine
AB221519	JSWINE203-Aom04	-	-	-	-	-	Japan	Aomori	false	swine
AB221520	JSWINE150-Aom04R	-	-	-	-	16528044	Japan	Aomori	false	swine
AB221521	JSWINE203-Aom04R	-	-	-	-	16528044	Japan	Aomori	false	swine
AB221522	JAY-Iwa02R	Homo sapiens	-	-	-	16528044	Japan	Iwate	false	-
AB221523	JHM-Iwa04R	Homo sapiens	-	-	-	-	Japan	Iwate	false	-
AB221524	JKF-Iwa01R	Homo sapiens	-	-	-	-	Japan	Iwate	false	-
AB221525	JKY-Iwa02R	Homo sapiens	-	-	-	-	Japan	Iwate	false	-
AB221526	JNK-Iwa01R	Homo sapiens	-	-	-	-	Japan	Iwate	false	-
AB221527	JYI-Iwa04R	Homo sapiens	-	-	-	16528044	Japan	Iwate	false	-
